Track Name,Artist(s),Album,Release Date,Track URI,Round Name
Coconut,Harry Nilsson,Nilsson Schmilsson,1971,spotify:track:4o5GyaeGMgDsrclBsL3au7,Goat's Cook Book
Vega-Tables,Brian Wilson,Smile,2004-09-27,spotify:track:4Sz3xCdgZiFcz1819gzkgV,Goat's Cook Book
Pennies From Heaven - Remastered,Louis Prima,Capitol Collectors Series,1991-01-01,spotify:track:4YFczV2yFMNhIuRFiGVdtZ,Goat's Cook Book
Honey,King Gizzard & The Lizard Wizard,K.G.,2020-11-20,spotify:track:5bClNfZ93mUHKVR6geHfho,Goat's Cook Book
Lumpy Haggis,Tipper,Bubble Control,2011-11-11,spotify:track:5gWuVJy7OwwEX7muzO5xOg,Goat's Cook Book
Kitchen Witch,Ariel Pink,Dedicated to Bobby Jameson,2017-09-15,spotify:track:5XrFMPAXaxXewtKnGcTBaJ,Goat's Cook Book
Yours Is the Light,Santana,Welcome,1973-11-09,spotify:track:6EYepGR6q36M3QW0QT49rL,Goat's Cook Book
"""C"" is for Cookie",Cookie Monster,"Sesame Street: ""C"" is for Cookie: Cookie's Favorite Songs",1995-01-01,spotify:track:6nam3m7XPDHLOEsBQnDh3T,Goat's Cook Book
White Wine and Fried Chicken,Hot Chip,Why Make Sense? (Definitive Version),2015-10-23,spotify:track:6OyZJSrWnwpVkhMmgMtGlO,Goat's Cook Book
Watermelon Sugar,Harry Styles,Fine Line,2019-12-13,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Goat's Cook Book
Le réel,Gang of Youths,Go Farther In Lightness,2017-08-18,spotify:track:6Xv3Y04P6EEKPWRnbbXruD,Goat's Cook Book
Uncertain Smile,The The,Soul Mining,1983,spotify:track:7d8NzhD3rycPayNCzmb9rK,Goat's Cook Book
OH! TENGO SUERTE,Masayoshi Takanaka,SEYCHELLES,1976,spotify:track:7E4qUlNYocWix5FKBdw5CN,Goat's Cook Book
Pork And Beans,Weezer,Weezer,2008-01-01,spotify:track:7wclPheMJAUKn2njmO2s3A,Goat's Cook Book
Jamie All Over,Mayday Parade,A Lesson In Romantics,2007-07-10,spotify:track:05qCCJQJiOwvPQBb7akf1R,Phone a Friend
happy now,Jonah Zed,SUMMER IN SLOW MOTION,2021-08-20,spotify:track:17kWbhpGQhE9Lp1PJdLZed,Phone a Friend
More Than a Feeling,Boston,Boston,1976,spotify:track:1QEEqeFIZktqIpPI4jSVSF,Phone a Friend
Kal Ho Naa Ho,"Shankar-Ehsaan-Loy, Sonu Nigam",Kal Ho Naa Ho (Original Motion Picture Soundtrack),2003-09-20,spotify:track:251PNRmJU9KcUnFQAB5t6I,Phone a Friend
CALL ME,"Dual Damage, So Juice",CALL ME,2024-02-01,spotify:track:2jIPVp1oVgpKuq3OAEj3xt,Phone a Friend
I Feel Free,DILLY DALLY,Heaven,2018-09-14,spotify:track:2xaAjBoyx8rV4TRiSvB0oG,Phone a Friend
Readymade,Red Hot Chili Peppers,Stadium Arcadium,2006-05-09,spotify:track:2Y5ngAobMcspRywfmb77k5,Phone a Friend
Neon Moon,Brooks & Dunn,#1s ... and then some,2009-09-08,spotify:track:3EUl8M6SzxZl03NPkB8mUd,Phone a Friend
Show Me Your Genitals,Jon Lajoie,You Want Some of This?,2009-03-18,spotify:track:3FoF0CZh1JJLJumig6KSWe,Phone a Friend
Chelsea Dagger,The Fratellis,Costello Music,2007-01-01,spotify:track:3ItzRpwvKtkDSNdRSjXu7Z,Phone a Friend
Damnation Flame,Amaranthe,The Catalyst,2024-02-23,spotify:track:3VZw8hjoUpHXg9k5jbzlcK,Phone a Friend
Something to Someone,Dermot Kennedy,Sonder (2023),2023-06-07,spotify:track:4AQXIIhoKpkn7gMMS4StAY,Phone a Friend
Heaven Obscured,Ringo Deathstarr,Ringo Deathstarr,2020-03-27,spotify:track:4cLXtwCLbUMirboOv5Gj90,Phone a Friend
Call to Arms,Sturgill Simpson,A Sailor's Guide to Earth,2016-04-15,spotify:track:4m1opmaYT9zk5OP7IHUb9R,Phone a Friend
Jaja Ding Dong,"Will Ferrell, My Marianne",Eurovision Song Contest: The Story of Fire Saga (Music from the Netflix Film),2020-06-26,spotify:track:4QWRvlXU8dRUobH9YCDrIY,Phone a Friend
Flares,acloudyskye,There Must Be Something Here,2024-02-23,spotify:track:51c5qeijm66Ewhb7oye6tg,Phone a Friend
Hey Cowboy,Devon Cole,Hey Cowboy,2022-10-21,spotify:track:5FfgLIooERZ7rcNcwxAcdF,Phone a Friend
Lake Marie,John Prine,Lost Dogs + Mixed Blessings,1995-04-04,spotify:track:5KB869ycQ5H23d7N8u0mor,Phone a Friend
I am not the sun,Maude Latour,I am not the sun,2023-05-05,spotify:track:5LgiT8dSS0vTeyJBq7bS4i,Phone a Friend
Complex,Xana,Tantrums,2022-04-15,spotify:track:5R1a0XN84btO27Bn5uV5BK,Phone a Friend
Mon Amour - Remix,"zzoilo, Aitana",Mon Amour (Remix),2021-08-18,spotify:track:5TMLavqGRKNxgzMBrVpC9R,Phone a Friend
Stockholm Syndrome,blink-182,blink-182,2003-11-01,spotify:track:5TxY7O9lFJJrd22FmboAXe,Phone a Friend
Lola’s Theme,The Shapeshifters,Sound Advice,2006-03-27,spotify:track:5WmjayzXXQ0a4Lc0R6rMAt,Phone a Friend
Fall,Pilot Jonezz,AIR Jonezz,2023-01-21,spotify:track:5yfYQdkrrA4E2JBSnvxFo0,Phone a Friend
Why Not Me,The Judds,Why Not Me,1984-10-15,spotify:track:6BkK5Dsu1kTne7Cn6EyYex,Phone a Friend
Confirmation,Westerman,Confirmation / I Turned Away,2018-03-28,spotify:track:6erM0iK1QJH7Qaw29Vzqow,Phone a Friend
Poo Bum Poo Bum,Poopy Man,Poopy Man 2,2021-08-18,spotify:track:6GlhQ6CLxFrCaF96XFOGd3,Phone a Friend
Suitcase Full of Sparks,Gregory Alan Isakov,The Weatherman,2013-07-09,spotify:track:6qfg00bGlM1dQJwq08lZGi,Phone a Friend
Purple Hat,Sofi Tukker,Purple Hat,2019-09-06,spotify:track:6WiGRFQfx2qw49MA7OeDYK,Phone a Friend
Red Wine Supernova,Chappell Roan,The Rise and Fall of a Midwest Princess,2023-09-22,spotify:track:7FOgcfdz9Nx5V9lCNXdBYv,Phone a Friend
SHYNESS BOY,Anri,Timely!!,1983-12-05,spotify:track:7KYzARBusZhyZ6jygZDmVr,Phone a Friend
TAKE IT OFF,"FISHER, Aatig",TAKE IT OFF,2023-06-23,spotify:track:7zp9FOU4cjFdGN1zdWTvcB,Phone a Friend
Treat Me Right,Norma Tanega,Walkin' My Cat Named Dog,1966-04-12,spotify:track:0ahlKSyUanJxT5o7Au3PMT,Blast from the Past
Hey Jude - Remastered 2015,The Beatles,1 (Remastered),2000-11-13,spotify:track:0aym2LBJBk9DAYuHHutrIl,Blast from the Past
Crosstown Traffic,Jimi Hendrix,Electric Ladyland,1968-10-25,spotify:track:1ntxpzIUbSsizvuAy6lTYY,Blast from the Past
California Dreamin',The Mamas & The Papas,All The Leaves Are Brown The Golden Era Collection,2001-08-28,spotify:track:1ZEOIhSn6BKErV59bIgn76,Blast from the Past
Johnny B. Goode,Chuck Berry,Berry Is On Top,1959-07-01,spotify:track:2QfiRTz5Yc8DdShCxG1tB2,Blast from the Past
Don't Let Me Down - Remastered 2009,The Beatles,The Beatles 1967 - 1970 (Remastered),1973-04-02,spotify:track:3evG0BIqEFMMP7lVJh1cSf,Blast from the Past
Ramble On - 1990 Remaster,Led Zeppelin,Led Zeppelin II (1994 Remaster),1969-10-22,spotify:track:3MODES4TNtygekLl146Dxd,Blast from the Past
Stand By Me,Ben E. King,Don't Play That Song (Mono),1962-08-20,spotify:track:3SdTKo2uVsxFblQjpScoHy,Blast from the Past
Aquarium,"Camille Saint-Saëns, Kevin MacLeod",Aquarium,2019-09-23,spotify:track:3uMlVnUICQiNALYyLw0iVl,Blast from the Past
(Sittin' On) the Dock of the Bay,Otis Redding,The Dock of the Bay (Mono),1968,spotify:track:3zBhihYUHBmGd2bcQIobrF,Blast from the Past
La traviata: Choeur des bohémiennes,"Giuseppe Verdi, Franz Bauer-Theussl, Wilhelm Loibner",Opera de Vienne - Coffrets RTL Classiques,1996-02-14,spotify:track:3zhrfuv62IUokVL8BPzfIC,Blast from the Past
How Glad I Am,Aretha Franklin,Runnin' Out of Fools (Expanded Edition),1964,spotify:track:47hTk08D6sjwovaT4zQVmh,Blast from the Past
Montpellier Codex: Puisque bele dame m'eime - Flos Filius (Mo 231),"Anonymous, Anonymous 4",Love's Illusion: Music from the Montpellier Codex (13th-Century),1994,spotify:track:49QMRzsimyyaCQ1KCTsvb7,Blast from the Past
They're Leaving Me Behind,Nick Drake,Digital Box Set,2010-01-01,spotify:track:4bjiatRltrcQgvA5go2FVZ,Blast from the Past
I Won't Hurt You,The West Coast Pop Art Experimental Band,Part One,1967,spotify:track:59v1okflZrEkeb9JrxfJvX,Blast from the Past
Heroin,"The Velvet Underground, Nico",The Velvet Underground & Nico 45th Anniversary,1967-03-12,spotify:track:5by3w3NXvwDpV9FBSOR35u,Blast from the Past
Blackbird - Remastered 2009,The Beatles,The Beatles (Remastered),1968-11-22,spotify:track:5jgFfDIR6FR0gvlA56Nakr,Blast from the Past
This Train,Sister Rosetta Tharpe,Gospel Train (Expanded Edition),1958-04-07,spotify:track:5Leaw5fcmkR8sXSG8R9Ew2,Blast from the Past
Gossamer Wings,The Chocolate Watchband,No Way Out,1967,spotify:track:5rOd37PPpBBiDy83S1MsUl,Blast from the Past
Good Vibrations - Remastered 2001,The Beach Boys,Smiley Smile (Remastered),1967-09-18,spotify:track:5t9KYe0Fhd5cW6UYT4qP8f,Blast from the Past
MERA JOOTA HAI JAPANI,Mukesh,Mukesh - Front Foot Star,2023-04-04,spotify:track:5w4Si2yztoM0WEt8OnAXFM,Blast from the Past
No Milk Today,Herman's Hermits,There's a Kind of Hush All Over the World,1967-09-15,spotify:track:65q3GIqzyYUM4Cjwy9sgs3,Blast from the Past
Here Comes The Sun - Remastered 2009,The Beatles,Abbey Road (Remastered),1969-09-26,spotify:track:6dGnYIeXmHdcikdzNNDMm2,Blast from the Past
Suzie Q,Creedence Clearwater Revival,Creedence Clearwater Revival (Expanded Edition),1968-07-05,spotify:track:6Jp0GuFxAYbTdre1uUPgaB,Blast from the Past
"Hold On, I'm Comin'",Sam & Dave,"Hold On, I'm Comin'",1966,spotify:track:6PgVDY8GTkxF3GmhVGPzoB,Blast from the Past
The Letter,The Box Tops,The Letter/Neon Rainbow,1967,spotify:track:6RJK553YhstRzyKA4mug09,Blast from the Past
Wichita Lineman - Remastered 2001,Glen Campbell,Wichita Lineman (Remastered),1968,spotify:track:6V9VCm1zOY2lGR80RehJ9i,Blast from the Past
I Want You Back,The Jackson 5,The Definitive Collection,2009-01-01,spotify:track:75EVUbTF5l9VuMHs6AuFgp,Blast from the Past
Gimme Some Lovin' - Remastered,The Spencer Davis Group,Revolutions: The Very Best Of Steve Winwood,2010-01-01,spotify:track:7CeFfltoIpKKWyEro2gaRe,Blast from the Past
Son of a Preacher Man,Dusty Springfield,Dusty In Memphis [Deluxe Edition],1969-03-31,spotify:track:7odHgoLFi3GQ90E9PeraI3,Blast from the Past
プロローグ～古えの地へ～,SIE Sound Team,ワンダと巨像 大地の咆哮,2005-12-07,spotify:track:054YuQBg9ftl2KGH3HccSp,Songs to fall asleep to
Ballad Of The Beaconsfield Miners,Foo Fighters,"Echoes, Silence, Patience & Grace",2007-09-25,spotify:track:0CJuzA63oAQb8dJDY5IKhZ,Songs to fall asleep to
The Girl From Ipanema,Stan Getz,Getz/Gilberto,1964-03-01,spotify:track:0Eir5hEgKUjm8liGGXfghF,Songs to fall asleep to
Sacral Chakra - Creative Union,"Dean Evenson, Jonathan Kramer, Scott Huckabay",Chakra Healing,2008-06-10,spotify:track:0I6tw6cWhpgkofPOkOzvDN,Songs to fall asleep to
Counting Sheep,SAFIA,Counting Sheep,2015-08-14,spotify:track:0xx2lOJwl6sbIzqu1ZduIC,Songs to fall asleep to
May It Be,Enya,The Very Best of Enya (Deluxe Edition),2009-12-01,spotify:track:0zvv76DEro0MMox8eLbK7D,Songs to fall asleep to
Adieux,Ludovico Einaudi,Adieux,2024-01-05,spotify:track:1ymzdmQYjO3ThdlToYZnTq,Songs to fall asleep to
Aloha Oe,George Kulokahai and His Island Serenaders,The Music Of Hawaii,1995-03-15,spotify:track:2drcp3uelwfsCY2y9taGHZ,Songs to fall asleep to
Electric Love - Resort,Six Drummers,Sound of Noise (Original Motion Picture Soundtrack),2010-12-05,spotify:track:2PkMToHfFBDWCMHUQhhnu4,Songs to fall asleep to
How to Disappear Completely,Radiohead,Kid A,2000-10-02,spotify:track:2rtGaCAeYtmcIvuZsvgTf6,Songs to fall asleep to
Falling,Julee Cruise,Floating Into The Night,1989-09-12,spotify:track:31CYUJj5f9lbQ0Qqm9PzK5,Songs to fall asleep to
Dreams,Nuages,Dreams,2013-03-01,spotify:track:3uYrVtgRuz4XiOOXDV805X,Songs to fall asleep to
The Sinking Belle (Blue Sheep),"Boris, sunn O)))",Altar,2006,spotify:track:3YkliQrcui7GHA8D4pToEI,Songs to fall asleep to
Father And Son,Yusuf / Cat Stevens,Tea For The Tillerman (Remastered 2020),1970-11-23,spotify:track:476V2d6iA2tWXgQboKmTtA,Songs to fall asleep to
The Christmas Song (Merry Christmas To You),Frank Sinatra,Ultimate Christmas,2017-10-06,spotify:track:4izvFmYCvwcOV8fT4tnkl4,Songs to fall asleep to
Sweden,C418,Minecraft - Volume Alpha,2011-03-04,spotify:track:4NsPgRYUdHu2Q5JRNgXYU5,Songs to fall asleep to
snowfall,"Øneheart, reidenshi",snowfall,2022-01-14,spotify:track:4xF4ZBGPZKxECeDFrqSAG4,Songs to fall asleep to
Dearly Beloved,Yoko Shimomura,KINGDOM HEARTS -HD 1.5 ReMIX- (Original Soundtrack),2023-02-08,spotify:track:4ZWTPUgVEjQe2Nv3cQDnAK,Songs to fall asleep to
The Slang Word P(*)ssy Rolls Off The Tongue With Far Better Ease Than The Proper Word Vagina . Do You Agree?,André 3000,New Blue Sun,2023-11-17,spotify:track:53JuszD36WgJTr4Rdq7kjO,Songs to fall asleep to
Paris la silencieuse,Arthur H,Music For Containment,2020-04-08,spotify:track:5y09zD26jFcAR8VStsJrhY,Songs to fall asleep to
Funeral Singers,"Sylvan Esso, Collections Of Colonies Of Bees",Funeral Singers,2018-09-07,spotify:track:5Y42u37PlyQXegnuI1Hpo1,Songs to fall asleep to
Angel,Sarah McLachlan,Closer: The Best Of Sarah McLachlan (Deluxe Version),2008,spotify:track:6a12yrkah2Fs6FQ8QCdFfP,Songs to fall asleep to
Only Time,Enya,A Day Without Rain,2000-11-11,spotify:track:6FLwmdmW77N1Pxb1aWsZmO,Songs to fall asleep to
I'm So Tired,Fugazi,Instrument Soundtrack,1999-04-01,spotify:track:6JgHKt0WwdwlXIht6M0mqa,Songs to fall asleep to
Somewhere Only We Know,Sons of Serendip,Sons of Serendip,2015-01-20,spotify:track:6KydhFbF8EFIBFkho2ILDU,Songs to fall asleep to
Silhouette,"Yotto, Sansa",Erased Dreams,2022-07-11,spotify:track:6oDoN0p3hXIb4LLZ8MhKFj,Songs to fall asleep to
Emancipation,Helios,Eingya,2006-06-15,spotify:track:6VjnWOlVHfAnCrQ7WuPO8U,Songs to fall asleep to
Minecraft,C418,Minecraft - Volume Alpha,2011-03-04,spotify:track:6xwhCiWXREsAIQVZqHswVw,Songs to fall asleep to
Sleepwalk,Santo & Johnny,Sleepwalk,2002,spotify:track:7co2IrpNFccAkW6yHJhCF5,Songs to fall asleep to
Let It Be - Remastered 2009,The Beatles,Let It Be (Remastered),1970-05-08,spotify:track:7iN1s7xHE4ifF5povM6A48,Songs to fall asleep to
Milk - 2021 Remaster,Sweet Trip,You Will Never Know Why (2021 Remaster),2009,spotify:track:7Jq4cV3F5puQfUAxL4sHL8,Songs to fall asleep to
Asleep - 2011 Remaster,The Smiths,Louder Than Bombs,1987,spotify:track:7LZgdL0MxiElfaKZbuuE4l,Songs to fall asleep to
Joyrider - Y Tribe's Underground Remix,"Colour Girl, Y Tribe",Raw Talent: 3 Years In The Makin' (2007-2010),2016-01-29,spotify:track:01GLLCecGsPfuPmFHDqMCu,Songs for when you are zooted out of your mind and the walls start talking
Ordunun Dereleri,Altin Gün,Yol,2021-02-26,spotify:track:0HIMXtTC2Df5dEVNgSiT1G,Songs for when you are zooted out of your mind and the walls start talking
Fight the Feeling (feat. Kendrick Lamar & Iman Omari),"Mac Miller, Kendrick Lamar, Iman Omari",Macadelic,2012-03-23,spotify:track:0jFxJ1US3dmwQn7DJi269h,Songs for when you are zooted out of your mind and the walls start talking
Where Is My Mind?,Pixies,Death to the Pixies,1997-10-06,spotify:track:0KzAbK6nItSqNh8q70tb0K,Songs for when you are zooted out of your mind and the walls start talking
"Vertigogo (From ""Four Rooms"")",Combustible Edison,Vertigogo,2022-07-01,spotify:track:0mtwGIu0txeQw80mP3Y9FI,Songs for when you are zooted out of your mind and the walls start talking
Ghostride,Crumb,Jinx,2019-06-14,spotify:track:0R3TWpoxAhT3HDXM7tpRzS,Songs for when you are zooted out of your mind and the walls start talking
Reblow Your Mind,Gov't Mule,Mighty High,2007-10-16,spotify:track:0YUcl8jsPUDYAUF3KEYANL,Songs for when you are zooted out of your mind and the walls start talking
Bumma Sanger,Tropical Fuck Storm,Deep States,2021-08-20,spotify:track:0zHn3LLP7B5ER4wcXPZXuC,Songs for when you are zooted out of your mind and the walls start talking
All in Your Mind,Robot Koch,Sphere,2018-10-05,spotify:track:1Mq6Nk3Oq3EGj7hL4UdyqC,Songs for when you are zooted out of your mind and the walls start talking
Loot,"Jojo Mayer, Nerve",The Distance Between Zero And One,2011-07-11,spotify:track:201ohaBcMqr1k7jzEgBAKh,Songs for when you are zooted out of your mind and the walls start talking
None Shall Pass,Aesop Rock,None Shall Pass,2007-08-27,spotify:track:207jvv3SLF6CGhVW2gOanq,Songs for when you are zooted out of your mind and the walls start talking
Numb,Elderbrook,Why Do We Shake In The Cold?,2020-09-18,spotify:track:2cdCC1aCXbvz9tXFOR6CxR,Songs for when you are zooted out of your mind and the walls start talking
Breathe (In the Air),Pink Floyd,The Dark Side of the Moon,1973-03-01,spotify:track:2ctvdKmETyOzPb2GiJJT53,Songs for when you are zooted out of your mind and the walls start talking
Climbing Up the Walls,Radiohead,OK Computer,1997-05-28,spotify:track:2PDQReEXBViVwkrbQ34vd7,Songs for when you are zooted out of your mind and the walls start talking
Keep On Lying,Tame Impala,Lonerism,2012-01-01,spotify:track:2UYHP0RQqPFvue0Ygs5Amm,Songs for when you are zooted out of your mind and the walls start talking
Femininomenon,Chappell Roan,The Rise and Fall of a Midwest Princess,2023-09-22,spotify:track:2xSEQ2Rvt2DRMDWAkYVPIN,Songs for when you are zooted out of your mind and the walls start talking
Limit To Your Love,James Blake,James Blake,2011-01-01,spotify:track:33BnSMHgX0AsbKSIbkuMwh,Songs for when you are zooted out of your mind and the walls start talking
Where's Your Head At,Basement Jaxx,Rooty,2001-06-25,spotify:track:3cJh89D0za2SW705fNBo3b,Songs for when you are zooted out of your mind and the walls start talking
Oh My God,Ida Maria,Fortress 'round My Heart,2008,spotify:track:4hgAbL7lIoqpMLshp7BP3P,Songs for when you are zooted out of your mind and the walls start talking
Group Autogenics I,The Books,The Way Out,2010-07-20,spotify:track:4mK6NMhrACj0W3dWPiQ72G,Songs for when you are zooted out of your mind and the walls start talking
L$D,A$AP Rocky,AT.LONG.LAST.A$AP,2015-05-26,spotify:track:4S7YHmlWwfwArgd8LfSPud,Songs for when you are zooted out of your mind and the walls start talking
Lejos de Ti,The Marías,Lejos de Ti,2024-04-05,spotify:track:4ZKpTM2wfcj4Mg3vRHH66m,Songs for when you are zooted out of your mind and the walls start talking
Do I Wanna Know?,Arctic Monkeys,AM,2013-09-09,spotify:track:5FVd6KXrgO9B3JPmC8OPst,Songs for when you are zooted out of your mind and the walls start talking
Indiscipline,King Crimson,Discipline,2016-03-18,spotify:track:5FvRkKujcquFV4wma9QAfj,Songs for when you are zooted out of your mind and the walls start talking
Comfortably Numb,Pink Floyd,The Wall,1979-11-30,spotify:track:5HNCy40Ni5BZJFw1TKzRsC,Songs for when you are zooted out of your mind and the walls start talking
"Help, I'm a Rock",The West Coast Pop Art Experimental Band,Part One,1967,spotify:track:5KRJutqJJzG6NmtcRCJALY,Songs for when you are zooted out of your mind and the walls start talking
Walk Away,Bay Ledges,Ritual,2022-05-27,spotify:track:5Q1Oibogo1EMVdNpFBlPFc,Songs for when you are zooted out of your mind and the walls start talking
Lucy,"Still Woozy, ODIE",Lucy,2018-03-22,spotify:track:5RxpYHVbGJPOvSEATQyg9P,Songs for when you are zooted out of your mind and the walls start talking
Citadel on a Satellite,SLIFT,UMMON,2020-02-28,spotify:track:7l6N7gAeOhMEtrQkJDfelD,Songs for when you are zooted out of your mind and the walls start talking
Blue (Da Ba Dee) - Gabry Ponte Video Edit,"Eiffel 65, Gabry Ponte",Blue (Da Ba Dee),1998-11-11,spotify:track:7lMIJ4EFWRVoAIPDpeGyM3,Songs for when you are zooted out of your mind and the walls start talking
