Round ID,Created,Name,Playlist URL,League ID
3523ede414b347d6a7ef4d88b2798e7f,2023-08-14T14:57:41Z,Alien Party,https://open.spotify.com/playlist/61itUSKlSlDshTxDJbjmzZ,062f3f8c5918432b80efae91fe94aa2b
3c1ac21cb0354b6c9c1503ff0096e5ac,2023-08-14T14:57:41Z,Mood music for your poop,https://open.spotify.com/playlist/5VT3CLNWq5qSIvHhtD4zT8,062f3f8c5918432b80efae91fe94aa2b
0213ddd9a30048c6b4d3dd1e8703de16,2023-08-22T19:03:22Z,Classical Music,https://open.spotify.com/playlist/0iPqyZQX28CG0QtPdMs0ah,062f3f8c5918432b80efae91fe94aa2b
a17934c93ecd458fa418814450d4945a,2023-08-22T19:03:22Z,Dancefloor,https://open.spotify.com/playlist/3AdyCaso6z5v6eM8BkkTX1,062f3f8c5918432b80efae91fe94aa2b
b6736cbd7afc429fb1ce60a56a03cc3e,2023-08-22T19:03:23Z,Fistfighting a Rooster,https://open.spotify.com/playlist/53nTlM9Q3woaYuFsLvWWM5,062f3f8c5918432b80efae91fe94aa2b
193895e8556d46d794d36dc82fa30b39,2023-08-22T19:03:23Z,Ship Voyage,https://open.spotify.com/playlist/76g7xDzhyt5P7yQSocaIzx,062f3f8c5918432b80efae91fe94aa2b
63fcc020f52a43149f11e03e1169bc6f,2023-08-22T19:03:23Z,Songs not in English,https://open.spotify.com/playlist/6pIH1JRTmJo0mtsuqDAkI6,062f3f8c5918432b80efae91fe94aa2b
8b1a09b5cf01487584a18d461e4d070a,2023-08-28T04:36:00Z,Headbangers,https://open.spotify.com/playlist/4kWYxu5BVVlq4UuSj0eJZJ,062f3f8c5918432b80efae91fe94aa2b
dafc260cabad46a8a7b390a273087c17,2023-08-28T04:36:00Z,Female Popstars,https://open.spotify.com/playlist/20Ap7ANtmgT50i8lm6bj8o,062f3f8c5918432b80efae91fe94aa2b
447570d7339d431db6c3516deb2cea8a,2023-08-29T03:37:58Z,Covers,https://open.spotify.com/playlist/5xrGS8n1piqpShcMCq4ibn,062f3f8c5918432b80efae91fe94aa2b
c3f70196701a46e99a718c3ecec3557d,2023-08-29T03:37:58Z,Walk up Songs,https://open.spotify.com/playlist/1befMPNpuJT5KY6PoRqTvC,062f3f8c5918432b80efae91fe94aa2b
